group_name,distance,volume,time
3Pt_B_150102_150106_150104_200139,81.8435,1.8405,2.3699166666666667
4Pt_B_150102_150106_150104_200139,150.99579999999997,3.1005,4.380249999999999
1So_B_200108_200201_200301,149.4927,4.068,3.5434722222222224
2So_B_200108_200201_200301,168.18329999999997,4.122,4.004694444444445
3So_B_200108_200201_200301,171.7491,4.563,4.110861111111111
4So_B_200108_200201_200301,168.0746,4.122,4.057555555555556
2Sr_B_150101_200201,154.3729,1.89,3.0345277777777775
4Sr_B_150101_200201,179.7546,2.0196,3.876305555555555
4Wt_B_200108_200201_200301,231.64260000000002,14.481,5.9119166666666665
1Pn_B_150101_200201,50.8029,1.782,2.033583333333333
2Pn_B_150101_200201,75.325,2.1114,2.5525277777777777
3Pn_B_150101_200201,56.284800000000004,1.782,1.9846666666666666
4Pn_B_150101_200201,74.5304,2.1114,2.678277777777778
2Sr_B_200108_200201_200301,571.7237,16.101,9.445722222222223
4Sr_B_200108_200201_200301,522.0733,16.101,9.193055555555553
2Pt_B_150101_200201,336.4138,5.835599999999999,7.832833333333333
4Pt_B_150101_200201,627.3998,8.535599999999995,12.617499999999996
1Cz_B_150102_150106_150104_200139,129.29510000000002,2.205,2.6566666666666667
2Cz_B_150102_150106_150104_200139,149.65429999999998,2.754,3.4988333333333332
3Cz_B_150102_150106_150104_200139,128.21880000000002,2.151,2.5121111111111114
4Cz_B_150102_150106_150104_200139,138.56289999999998,2.5065,3.094527777777778
1Sr_B_150107_200102,60.5309,0.97,2.120194444444444
3Sr_B_150107_200102,98.7017,1.03,2.9451111111111117
1Wt_B_150102_150106_150104_200139,544.8904,1.539,8.724527777777778
3Wt_B_150102_150106_150104_200139,608.2561999999999,1.3185,8.777500000000002
2Cz_B_150107_200102,90.4867,1.77,2.5055
4Cz_B_150107_200102,122.2845,2.19,3.517527777777777
2Sr_B_150102_150106_150104_200139,122.7873,3.6,3.774861111111111
1Pn_B_150107_200102,118.93060000000001,0.24,2.2744166666666668
3Pn_B_150107_200102,112.16080000000001,0.24,2.1441944444444445
4Sr_B_150102_150106_150104_200139,137.08,3.7125,3.8836111111111107
2Pn_B_150107_200102,141.689,0.24,2.5457777777777775
4Pn_B_150107_200102,142.1331,0.3,2.580916666666667
1Wt_B_150101_200201,142.14939999999999,1.1502,3.6752499999999997
3Wt_B_150101_200201,143.485,1.4148,3.397333333333333
1Sr_B_150101_200201,165.27429999999998,3.7044,3.52075
3Sr_B_150101_200201,186.7861,4.0986,4.0875
4Wt_P_150101_200201,92.80760000000001,0.24300000000000002,2.0859722222222223
2Wt_B_150101_200201,160.4507,1.8468,3.391277777777778
1Pn_P_200108_200201_200301,95.0047,0.495,1.4747222222222223
1Cz_P_200108_200201_200301,95.0047,0.495,1.4747222222222223
2Pn_P_200108_200201_200301,95.0047,0.495,1.4747222222222223
2Cz_P_200108_200201_200301,95.0047,0.495,1.4747222222222223
3Pn_P_200108_200201_200301,95.0047,0.495,1.4747222222222223
3Cz_P_200108_200201_200301,95.0047,0.495,1.4747222222222223
4Pn_P_200108_200201_200301,95.0047,0.495,1.4747222222222223
4Cz_P_200108_200201_200301,95.0047,0.495,1.4747222222222223
2Wt_B_150102_150106_150104_200139,104.371,1.179,2.6880833333333336
4Wt_B_150102_150106_150104_200139,101.003,1.3995,2.7593333333333336
2Sr_B_150107_200102,39.518699999999995,0.54,1.5526111111111112
4Sr_B_150107_200102,36.1203,0.6,1.4581111111111111
1Sr_B_40209,60.515699999999995,1.1,1.0305833333333334
3Sr_B_40209,60.515699999999995,1.1,1.0305833333333334
2Pt_B_150107_200102,79.317,0.67,2.05675
1Wt_B_200101_150101,65.7894,0.032400000000000005,1.1025
3Wt_B_200101_150101,65.7894,0.032400000000000005,1.1025
